"time","temp","feels","wind","gust","rain","humidity","cloud","pressure","vis","date"
"12:00","12 °c","11 °c","11 km/h from WNW","13 km/h","0.0 mm","58%","30%","1034 mb",Excellent,"2018-09-28"
"15:00","12 °c","10 °c","15 km/h from W","20 km/h","0.0 mm","61%","51%","1033 mb",Excellent,"2018-09-28"
"18:00","9 °c","7 °c","14 km/h from WSW","24 km/h","0.0 mm","71%","64%","1032 mb",Excellent,"2018-09-28"
"21:00","7 °c","4 °c","15 km/h from WSW","28 km/h","0.0 mm","80%","31%","1031 mb",Excellent,"2018-09-28"
"00:00","7 °c","4 °c","19 km/h from WSW","33 km/h","0.0 mm","83%","21%","1030 mb",Excellent,"2018-09-29"
"03:00","7 °c","4 °c","21 km/h from WSW","36 km/h","0.0 mm","83%","28%","1028 mb",Excellent,"2018-09-29"
"06:00","7 °c","4 °c","22 km/h from WSW","37 km/h","0.0 mm","83%","38%","1026 mb",Excellent,"2018-09-29"
"09:00","10 °c","6 °c","33 km/h from WSW","43 km/h","0.0 mm","73%","57%","1024 mb",Excellent,"2018-09-29"
"12:00","11 °c","8 °c","32 km/h from WSW","40 km/h","0.0 mm","70%","57%","1022 mb",Excellent,"2018-09-29"
"15:00","10 °c","7 °c","32 km/h from WSW","44 km/h","0.0 mm","73%","66%","1020 mb",Excellent,"2018-09-29"
"18:00","10 °c","6 °c","30 km/h from SW","46 km/h","0.0 mm","78%","62%","1018 mb",Excellent,"2018-09-29"
"21:00","10 °c","6 °c","32 km/h from SW","50 km/h","0.0 mm","79%","79%","1017 mb",Excellent,"2018-09-29"
"00:00","10 °c","6 °c","23 km/h from W","38 km/h","0.0 mm","82%","67%","1015 mb",Excellent,"2018-09-30"
"03:00","7 °c","3 °c","21 km/h from WSW","37 km/h","0.0 mm","82%","8%","1016 mb",Excellent,"2018-09-30"
"06:00","7 °c","4 °c","17 km/h from WSW","31 km/h","0.0 mm","84%","25%","1015 mb",Excellent,"2018-09-30"
"09:00","10 °c","7 °c","26 km/h from W","35 km/h","0.0 mm","71%","47%","1016 mb",Excellent,"2018-09-30"
"12:00","11 °c","8 °c","25 km/h from W","33 km/h","0.0 mm","62%","68%","1015 mb",Excellent,"2018-09-30"
"15:00","11 °c","8 °c","27 km/h from WNW","37 km/h","0.2 mm","63%","41%","1016 mb",Excellent,"2018-09-30"
"18:00","8 °c","6 °c","15 km/h from WNW","28 km/h","0.0 mm","75%","12%","1018 mb",Excellent,"2018-09-30"
"21:00","7 °c","4 °c","15 km/h from NW","29 km/h","0.0 mm","82%","10%","1021 mb",Excellent,"2018-09-30"
"00:00","5 °c","3 °c","12 km/h from WNW","23 km/h","0.0 mm","87%","6%","1024 mb",Excellent,"2018-10-01"
"03:00","5 °c","2 °c","13 km/h from WNW","25 km/h","0.0 mm","87%","5%","1025 mb",Excellent,"2018-10-01"
"06:00","4 °c","2 °c","11 km/h from W","21 km/h","0.0 mm","89%","22%","1025 mb",Excellent,"2018-10-01"
"09:00","8 °c","5 °c","13 km/h from W","18 km/h","0.0 mm","74%","67%","1025 mb",Excellent,"2018-10-01"
"12:00","9 °c","7 °c","14 km/h from WSW","19 km/h","0.0 mm","69%","100%","1024 mb",Excellent,"2018-10-01"
"15:00","8 °c","6 °c","16 km/h from WSW","24 km/h","0.5 mm","82%","63%","1021 mb",Good,"2018-10-01"
"18:00","8 °c","5 °c","24 km/h from SW","38 km/h","0.0 mm","86%","100%","1018 mb",Excellent,"2018-10-01"
"21:00","10 °c","7 °c","34 km/h from SW","58 km/h","0.7 mm","89%","95%","1013 mb",Poor,"2018-10-01"
"00:00","13 °c","11 °c","29 km/h from WSW","49 km/h","0.0 mm","89%","93%","1011 mb",Excellent,"2018-10-02"
"03:00","11 °c","8 °c","26 km/h from W","42 km/h","0.0 mm","84%","89%","1012 mb",Excellent,"2018-10-02"
"06:00","9 °c","6 °c","21 km/h from W","34 km/h","0.0 mm","81%","84%","1013 mb",Excellent,"2018-10-02"
"09:00","10 °c","6 °c","28 km/h from W","42 km/h","0.0 mm","75%","69%","1015 mb",Excellent,"2018-10-02"
"12:00","11 °c","8 °c","30 km/h from W","42 km/h","0.0 mm","67%","37%","1016 mb",Excellent,"2018-10-02"
"15:00","11 °c","8 °c","30 km/h from WNW","41 km/h","0.0 mm","64%","26%","1017 mb",Excellent,"2018-10-02"
"18:00","9 °c","6 °c","19 km/h from W","34 km/h","0.0 mm","74%","28%","1018 mb",Excellent,"2018-10-02"
"21:00","8 °c","5 °c","19 km/h from W","32 km/h","0.0 mm","75%","19%","1020 mb",Excellent,"2018-10-02"
"00:00","7 °c","4 °c","15 km/h from WSW","28 km/h","0.0 mm","85%","23%","1021 mb",Excellent,"2018-10-03"
"03:00","8 °c","5 °c","15 km/h from WSW","24 km/h","0.5 mm","87%","66%","1021 mb",Good,"2018-10-03"
"06:00","8 °c","6 °c","10 km/h from SW","15 km/h","0.0 mm","90%","100%","1022 mb",Excellent,"2018-10-03"
"09:00","11 °c","8 °c","19 km/h from WSW","30 km/h","0.3 mm","91%","100%","1021 mb",Poor,"2018-10-03"
"12:00","13 °c","10 °c","27 km/h from WSW","40 km/h","0.0 mm","87%","100%","1021 mb",Excellent,"2018-10-03"
"15:00","13 °c","10 °c","27 km/h from WSW","43 km/h","0.2 mm","89%","100%","1020 mb",Poor,"2018-10-03"
"18:00","12 °c","10 °c","28 km/h from WSW","45 km/h","0.0 mm","89%","89%","1020 mb",Excellent,"2018-10-03"
"21:00","12 °c","10 °c","24 km/h from WSW","40 km/h","0.0 mm","91%","61%","1020 mb",Excellent,"2018-10-03"
"00:00","12 °c","9 °c","27 km/h from WSW","47 km/h","0.0 mm","92%","32%","1020 mb",Excellent,"2018-10-04"
"03:00","12 °c","10 °c","22 km/h from WSW","37 km/h","0.0 mm","92%","48%","1019 mb",Excellent,"2018-10-04"
"06:00","12 °c","9 °c","22 km/h from SW","37 km/h","0.0 mm","92%","65%","1017 mb",Excellent,"2018-10-04"
"09:00","13 °c","10 °c","26 km/h from SW","40 km/h","0.0 mm","86%","91%","1016 mb",Excellent,"2018-10-04"
"12:00","14 °c","12 °c","28 km/h from SW","42 km/h","0.0 mm","81%","100%","1015 mb",Excellent,"2018-10-04"
"15:00","14 °c","12 °c","28 km/h from SW","44 km/h","0.2 mm","82%","100%","1013 mb",Excellent,"2018-10-04"
"18:00","12 °c","9 °c","22 km/h from W","33 km/h","0.0 mm","84%","58%","1014 mb",Excellent,"2018-10-04"
"21:00","8 °c","6 °c","15 km/h from WSW","27 km/h","0.0 mm","87%","55%","1016 mb",Excellent,"2018-10-04"
"00:00","8 °c","6 °c","12 km/h from WSW","19 km/h","0.0 mm","85%","77%","1016 mb",Excellent,"2018-10-05"
"03:00","8 °c","6 °c","10 km/h from WSW","17 km/h","0.3 mm","82%","77%","1016 mb",Poor,"2018-10-05"
"06:00","7 °c","5 °c","9 km/h from W","15 km/h","0.0 mm","82%","50%","1015 mb",Excellent,"2018-10-05"
"09:00","9 °c","7 °c","11 km/h from W","14 km/h","0.0 mm","71%","7%","1016 mb",Excellent,"2018-10-05"
"12:00","11 °c","10 °c","13 km/h from W","15 km/h","0.0 mm","58%","12%","1016 mb",Excellent,"2018-10-05"
"15:00","11 °c","10 °c","13 km/h from W","17 km/h","0.0 mm","58%","26%","1015 mb",Excellent,"2018-10-05"
"18:00","8 °c","6 °c","11 km/h from W","20 km/h","0.0 mm","70%","9%","1015 mb",Excellent,"2018-10-05"
"21:00","6 °c","5 °c","9 km/h from WNW","17 km/h","0.0 mm","77%","31%","1015 mb",Excellent,"2018-10-05"
"00:00","6 °c","4 °c","8 km/h from WNW","14 km/h","0.0 mm","80%","82%","1016 mb",Excellent,"2018-10-06"
"03:00","5 °c","4 °c","7 km/h from WNW","12 km/h","0.0 mm","82%","35%","1015 mb",Excellent,"2018-10-06"
"06:00","5 °c","4 °c","7 km/h from WNW","13 km/h","0.0 mm","85%","22%","1015 mb",Excellent,"2018-10-06"
"09:00","7 °c","6 °c","10 km/h from WNW","13 km/h","0.0 mm","73%","10%","1016 mb",Excellent,"2018-10-06"
"12:00","10 °c","9 °c","12 km/h from NW","14 km/h","0.0 mm","57%","2%","1016 mb",Excellent,"2018-10-06"
"15:00","11 °c","10 °c","12 km/h from WNW","13 km/h","0.0 mm","56%","3%","1017 mb",Excellent,"2018-10-06"
"18:00","7 °c","7 °c","10 km/h from W","18 km/h","0.0 mm","75%","1%","1018 mb",Excellent,"2018-10-06"
"21:00","6 °c","4 °c","12 km/h from WSW","22 km/h","0.0 mm","87%","3%","1020 mb",Excellent,"2018-10-06"
"00:00","5 °c","2 °c","12 km/h from WSW","23 km/h","0.0 mm","91%","8%","1020 mb",Excellent,"2018-10-07"
"03:00","5 °c","1 °c","14 km/h from SW","28 km/h","0.0 mm","87%","35%","1019 mb",Excellent,"2018-10-07"
"06:00","6 °c","3 °c","21 km/h from SW","34 km/h","0.0 mm","78%","62%","1018 mb",Excellent,"2018-10-07"
"09:00","8 °c","4 °c","28 km/h from SW","43 km/h","0.2 mm","69%","50%","1016 mb",Good,"2018-10-07"
"12:00","10 °c","6 °c","36 km/h from SSW","53 km/h","0.0 mm","71%","97%","1014 mb",Excellent,"2018-10-07"
"15:00","11 °c","7 °c","40 km/h from SW","62 km/h","0.2 mm","79%","100%","1011 mb",Poor,"2018-10-07"
"18:00","13 °c","9 °c","47 km/h from SW","73 km/h","0.0 mm","79%","100%","1009 mb",Excellent,"2018-10-07"
"21:00","13 °c","10 °c","41 km/h from WSW","65 km/h","0.0 mm","80%","100%","1009 mb",Excellent,"2018-10-07"
"00:00","13 °c","10 °c","38 km/h from SW","60 km/h","0.0 mm","82%","100%","1009 mb",Excellent,"2018-10-08"
"03:00","13 °c","11 °c","33 km/h from WSW","53 km/h","0.1 mm","83%","100%","1009 mb",Excellent,"2018-10-08"
"06:00","13 °c","11 °c","26 km/h from SW","41 km/h","0.0 mm","85%","100%","1009 mb",Excellent,"2018-10-08"
"09:00","13 °c","11 °c","31 km/h from SW","49 km/h","0.5 mm","85%","100%","1009 mb",Poor,"2018-10-08"
"12:00","14 °c","11 °c","35 km/h from SW","52 km/h","0.0 mm","81%","100%","1009 mb",Excellent,"2018-10-08"
"15:00","14 °c","12 °c","34 km/h from SW","52 km/h","0.1 mm","78%","99%","1008 mb",Excellent,"2018-10-08"
"18:00","14 °c","11 °c","38 km/h from SW","59 km/h","0.0 mm","79%","100%","1008 mb",Excellent,"2018-10-08"
"21:00","14 °c","11 °c","35 km/h from SW","55 km/h","0.2 mm","82%","100%","1007 mb",Poor,"2018-10-08"
"00:00","13 °c","10 °c","33 km/h from SW","54 km/h","0.0 mm","81%","95%","1006 mb",Excellent,"2018-10-09"
"03:00","13 °c","11 °c","37 km/h from SW","59 km/h","0.0 mm","79%","73%","1005 mb",Excellent,"2018-10-09"
"06:00","14 °c","11 °c","39 km/h from SW","61 km/h","0.0 mm","79%","100%","1004 mb",Excellent,"2018-10-09"
"09:00","14 °c","12 °c","37 km/h from SW","55 km/h","0.0 mm","78%","100%","1006 mb",Excellent,"2018-10-09"
"12:00","15 °c","13 °c","36 km/h from SW","51 km/h","0.0 mm","77%","100%","1007 mb",Excellent,"2018-10-09"
"15:00","15 °c","12 °c","32 km/h from SSW","50 km/h","0.3 mm","80%","100%","1007 mb",Poor,"2018-10-09"
"18:00","14 °c","12 °c","28 km/h from SSW","46 km/h","0.0 mm","81%","100%","1009 mb",Excellent,"2018-10-09"
"21:00","14 °c","12 °c","28 km/h from SSW","45 km/h","0.0 mm","81%","43%","1010 mb",Excellent,"2018-10-09"
"00:00","13 °c","11 °c","23 km/h from SSW","40 km/h","0.0 mm","88%","14%","1011 mb",Excellent,"2018-10-10"
"03:00","12 °c","10 °c","17 km/h from SSW","31 km/h","0.0 mm","87%","27%","1011 mb",Excellent,"2018-10-10"
"06:00","12 °c","11 °c","11 km/h from SSW","20 km/h","0.0 mm","89%","68%","1012 mb",Excellent,"2018-10-10"
"09:00","14 °c","14 °c","12 km/h from SSE","17 km/h","0.0 mm","81%","5%","1012 mb",Excellent,"2018-10-10"
"12:00","17 °c","18 °c","9 km/h from ESE","11 km/h","0.0 mm","65%","7%","1011 mb",Excellent,"2018-10-10"
"15:00","19 °c","19 °c","15 km/h from SE","23 km/h","0.0 mm","66%","7%","1009 mb",Excellent,"2018-10-10"
"18:00","15 °c","15 °c","13 km/h from SE","28 km/h","0.0 mm","80%","5%","1008 mb",Excellent,"2018-10-10"
"21:00","14 °c","13 °c","18 km/h from SE","36 km/h","0.0 mm","79%","8%","1007 mb",Excellent,"2018-10-10"
"00:00","13 °c","11 °c","15 km/h from ESE","29 km/h","0.0 mm","81%","5%","1005 mb",Excellent,"2018-10-11"
"03:00","12 °c","10 °c","15 km/h from ESE","29 km/h","0.0 mm","88%","5%","1002 mb",Excellent,"2018-10-11"
"06:00","12 °c","10 °c","14 km/h from ESE","26 km/h","0.0 mm","93%","27%","999 mb",Excellent,"2018-10-11"
"09:00","15 °c","14 °c","21 km/h from SSE","29 km/h","0.0 mm","80%","55%","998 mb",Excellent,"2018-10-11"
"12:00","17 °c","17 °c","21 km/h from S","28 km/h","0.0 mm","67%","25%","996 mb",Excellent,"2018-10-11"
"15:00","17 °c","17 °c","28 km/h from S","37 km/h","0.0 mm","69%","83%","996 mb",Excellent,"2018-10-11"
"18:00","13 °c","12 °c","13 km/h from SSW","21 km/h","0.0 mm","89%","100%","998 mb",Excellent,"2018-10-11"
"21:00","10 °c","9 °c","13 km/h from SW","22 km/h","0.0 mm","91%","18%","1000 mb",Excellent,"2018-10-11"
"00:00","9 °c","7 °c","9 km/h from S","16 km/h","0.0 mm","93%","23%","1000 mb",Excellent,"2018-10-12"
"03:00","9 °c","6 °c","17 km/h from SE","29 km/h","0.0 mm","89%","16%","998 mb",Excellent,"2018-10-12"
"06:00","11 °c","8 °c","23 km/h from SSE","38 km/h","0.0 mm","83%","60%","993 mb",Excellent,"2018-10-12"
"09:00","14 °c","12 °c","35 km/h from SSW","55 km/h","0.3 mm","81%","87%","992 mb",Poor,"2018-10-12"
"12:00","15 °c","15 °c","33 km/h from SSW","50 km/h","0.0 mm","75%","100%","993 mb",Excellent,"2018-10-12"
"15:00","14 °c","12 °c","15 km/h from S","25 km/h","3.9 mm","90%","99%","990 mb",Good,"2018-10-12"
"18:00","13 °c","11 °c","18 km/h from SSW","31 km/h","0.0 mm","86%","100%","992 mb",Excellent,"2018-10-12"
"21:00","13 °c","10 °c","27 km/h from SSW","45 km/h","0.0 mm","85%","66%","996 mb",Excellent,"2018-10-12"
"00:00","12 °c","10 °c","19 km/h from SW","32 km/h","0.0 mm","87%","47%","1000 mb",Excellent,"2018-10-13"
"03:00","11 °c","10 °c","14 km/h from SW","25 km/h","0.0 mm","90%","45%","1002 mb",Excellent,"2018-10-13"
"06:00","11 °c","11 °c","3 km/h from SSE","4 km/h","0.0 mm","94%","100%","1002 mb",Excellent,"2018-10-13"
"09:00","12 °c","12 °c","6 km/h from E","9 km/h","6.9 mm","95%","100%","1000 mb",Good,"2018-10-13"
"12:00","12 °c","10 °c","13 km/h from E","20 km/h","0.0 mm","96%","100%","997 mb",Excellent,"2018-10-13"
"15:00","12 °c","9 °c","21 km/h from ESE","36 km/h","6.6 mm","93%","100%","994 mb",Good,"2018-10-13"
"18:00","15 °c","15 °c","18 km/h from S","32 km/h","0.0 mm","90%","100%","994 mb",Excellent,"2018-10-13"
"21:00","13 °c","11 °c","26 km/h from SW","39 km/h","0.1 mm","88%","86%","996 mb",Excellent,"2018-10-13"
"00:00","10 °c","7 °c","22 km/h from WSW","33 km/h","0.0 mm","88%","46%","999 mb",Excellent,"2018-10-14"
"03:00","8 °c","5 °c","22 km/h from W","35 km/h","0.0 mm","85%","41%","1003 mb",Excellent,"2018-10-14"
"06:00","8 °c","6 °c","14 km/h from W","23 km/h","0.0 mm","86%","49%","1006 mb",Excellent,"2018-10-14"
"09:00","9 °c","8 °c","10 km/h from W","14 km/h","0.0 mm","84%","66%","1008 mb",Excellent,"2018-10-14"
"12:00","10 °c","11 °c","7 km/h from W","8 km/h","0.0 mm","76%","11%","1009 mb",Excellent,"2018-10-14"
"15:00","11 °c","15 °c","5 km/h from W","5 km/h","0.0 mm","64%","2%","1009 mb",Excellent,"2018-10-14"
"18:00","8 °c","8 °c","6 km/h from WSW","12 km/h","0.0 mm","80%","11%","1010 mb",Excellent,"2018-10-14"
"21:00","7 °c","6 °c","7 km/h from WSW","13 km/h","0.0 mm","88%","22%","1012 mb",Excellent,"2018-10-14"
"00:00","6 °c","6 °c","6 km/h from SW","11 km/h","0.0 mm","89%","10%","1013 mb",Excellent,"2018-10-15"
"03:00","6 °c","6 °c","6 km/h from SW","10 km/h","0.0 mm","89%","25%","1014 mb",Excellent,"2018-10-15"
"06:00","7 °c","7 °c","4 km/h from SW","7 km/h","0.0 mm","84%","85%","1014 mb",Excellent,"2018-10-15"
"09:00","8 °c","10 °c","5 km/h from WSW","5 km/h","0.0 mm","78%","3%","1015 mb",Excellent,"2018-10-15"
"12:00","12 °c","16 °c","5 km/h from WSW","5 km/h","0.0 mm","59%","0%","1016 mb",Excellent,"2018-10-15"
"15:00","12 °c","13 °c","3 km/h from S","3 km/h","0.0 mm","58%","21%","1015 mb",Excellent,"2018-10-15"
"18:00","8 °c","8 °c","8 km/h from SE","16 km/h","0.0 mm","76%","7%","1016 mb",Excellent,"2018-10-15"
"21:00","8 °c","6 °c","11 km/h from SSE","21 km/h","0.0 mm","81%","46%","1015 mb",Excellent,"2018-10-15"
"00:00","6 °c","4 °c","10 km/h from SSE","20 km/h","0.0 mm","88%","45%","1014 mb",Excellent,"2018-10-16"
"03:00","7 °c","5 °c","10 km/h from SSE","18 km/h","0.0 mm","87%","47%","1012 mb",Excellent,"2018-10-16"
"06:00","6 °c","6 °c","5 km/h from SE","10 km/h","0.0 mm","92%","33%","1011 mb",Excellent,"2018-10-16"
"09:00","11 °c","9 °c","16 km/h from SSW","25 km/h","0.0 mm","85%","57%","1009 mb",Excellent,"2018-10-16"
"12:00","14 °c","12 °c","29 km/h from SSW","43 km/h","0.0 mm","71%","45%","1008 mb",Excellent,"2018-10-16"
"15:00","12 °c","10 °c","24 km/h from SW","40 km/h","0.1 mm","80%","83%","1008 mb",Excellent,"2018-10-16"
"18:00","11 °c","10 °c","15 km/h from SSW","27 km/h","0.0 mm","90%","51%","1009 mb",Excellent,"2018-10-16"
"21:00","10 °c","8 °c","15 km/h from SSW","28 km/h","0.0 mm","92%","14%","1009 mb",Excellent,"2018-10-16"
"00:00","10 °c","7 °c","17 km/h from SW","30 km/h","0.0 mm","93%","25%","1010 mb",Excellent,"2018-10-17"
"03:00","9 °c","7 °c","17 km/h from SW","30 km/h","0.0 mm","94%","55%","1011 mb",Excellent,"2018-10-17"
"06:00","9 °c","7 °c","18 km/h from SW","30 km/h","0.0 mm","92%","63%","1013 mb",Excellent,"2018-10-17"
"09:00","11 °c","9 °c","18 km/h from WSW","25 km/h","0.0 mm","85%","41%","1016 mb",Excellent,"2018-10-17"
"12:00","12 °c","10 °c","19 km/h from W","25 km/h","0.0 mm","67%","63%","1018 mb",Excellent,"2018-10-17"
"15:00","12 °c","10 °c","17 km/h from W","23 km/h","0.0 mm","63%","8%","1020 mb",Excellent,"2018-10-17"
"18:00","8 °c","6 °c","14 km/h from WSW","26 km/h","0.0 mm","78%","0%","1023 mb",Excellent,"2018-10-17"
"21:00","7 °c","6 °c","11 km/h from WSW","19 km/h","0.0 mm","85%","0%","1025 mb",Excellent,"2018-10-17"
"00:00","6 °c","5 °c","9 km/h from WSW","15 km/h","0.0 mm","88%","0%","1027 mb",Excellent,"2018-10-18"
"03:00","5 °c","4 °c","10 km/h from WSW","17 km/h","0.0 mm","90%","3%","1027 mb",Excellent,"2018-10-18"
"06:00","5 °c","4 °c","9 km/h from WSW","15 km/h","0.0 mm","90%","3%","1028 mb",Excellent,"2018-10-18"
"09:00","7 °c","7 °c","8 km/h from WSW","10 km/h","0.0 mm","80%","5%","1029 mb",Excellent,"2018-10-18"
"12:00","11 °c","11 °c","8 km/h from WSW","10 km/h","0.0 mm","64%","22%","1029 mb",Excellent,"2018-10-18"
"15:00","11 °c","11 °c","9 km/h from WSW","11 km/h","0.0 mm","65%","53%","1027 mb",Excellent,"2018-10-18"
"18:00","8 °c","7 °c","8 km/h from SSW","14 km/h","0.0 mm","82%","22%","1027 mb",Excellent,"2018-10-18"
"21:00","6 °c","4 °c","10 km/h from SSW","20 km/h","0.0 mm","88%","24%","1026 mb",Excellent,"2018-10-18"
"00:00","6 °c","3 °c","14 km/h from SSW","26 km/h","0.0 mm","84%","45%","1025 mb",Excellent,"2018-10-19"
"03:00","7 °c","4 °c","15 km/h from SSW","25 km/h","0.0 mm","80%","46%","1023 mb",Excellent,"2018-10-19"
"06:00","7 °c","4 °c","17 km/h from SW","31 km/h","0.0 mm","86%","12%","1021 mb",Excellent,"2018-10-19"
"09:00","9 °c","6 °c","25 km/h from SW","37 km/h","0.0 mm","79%","38%","1021 mb",Excellent,"2018-10-19"
"12:00","11 °c","8 °c","26 km/h from SW","36 km/h","0.0 mm","81%","90%","1021 mb",Excellent,"2018-10-19"
"15:00","11 °c","9 °c","19 km/h from WSW","29 km/h","0.0 mm","85%","72%","1022 mb",Excellent,"2018-10-19"
"18:00","9 °c","8 °c","11 km/h from WSW","21 km/h","0.0 mm","92%","7%","1024 mb",Excellent,"2018-10-19"
"21:00","8 °c","6 °c","12 km/h from SW","22 km/h","0.0 mm","92%","17%","1026 mb",Excellent,"2018-10-19"
"00:00","8 °c","6 °c","10 km/h from SW","20 km/h","0.0 mm","93%","39%","1026 mb",Excellent,"2018-10-20"
"03:00","10 °c","8 °c","15 km/h from SW","25 km/h","0.0 mm","93%","87%","1025 mb",Excellent,"2018-10-20"
"06:00","12 °c","10 °c","18 km/h from SW","30 km/h","0.0 mm","92%","100%","1025 mb",Excellent,"2018-10-20"
"09:00","13 °c","11 °c","23 km/h from SW","36 km/h","0.1 mm","88%","85%","1025 mb",Excellent,"2018-10-20"
"12:00","15 °c","13 °c","24 km/h from SW","32 km/h","0.0 mm","79%","64%","1025 mb",Excellent,"2018-10-20"
"15:00","15 °c","13 °c","24 km/h from SW","36 km/h","0.0 mm","83%","82%","1025 mb",Excellent,"2018-10-20"
"18:00","13 °c","12 °c","17 km/h from SW","28 km/h","0.0 mm","90%","87%","1025 mb",Excellent,"2018-10-20"
"21:00","14 °c","12 °c","21 km/h from SW","34 km/h","0.1 mm","90%","87%","1024 mb",Excellent,"2018-10-20"
"00:00","14 °c","12 °c","22 km/h from SW","37 km/h","0.0 mm","92%","53%","1023 mb",Excellent,"2018-10-21"
"03:00","14 °c","13 °c","23 km/h from SW","37 km/h","0.1 mm","90%","88%","1021 mb",Excellent,"2018-10-21"
"06:00","15 °c","13 °c","26 km/h from SW","43 km/h","0.0 mm","88%","100%","1020 mb",Excellent,"2018-10-21"
"09:00","14 °c","13 °c","24 km/h from WSW","35 km/h","0.3 mm","88%","96%","1021 mb",Poor,"2018-10-21"
"12:00","11 °c","8 °c","23 km/h from WSW","33 km/h","0.0 mm","79%","48%","1024 mb",Excellent,"2018-10-21"
"15:00","12 °c","9 °c","27 km/h from W","37 km/h","0.0 mm","68%","22%","1025 mb",Excellent,"2018-10-21"
"18:00","8 °c","5 °c","20 km/h from W","34 km/h","0.0 mm","74%","5%","1028 mb",Excellent,"2018-10-21"
"21:00","8 °c","4 °c","21 km/h from W","36 km/h","0.0 mm","73%","9%","1030 mb",Excellent,"2018-10-21"
"00:00","7 °c","3 °c","19 km/h from W","33 km/h","0.0 mm","71%","0%","1031 mb",Excellent,"2018-10-22"
"03:00","6 °c","3 °c","18 km/h from WSW","32 km/h","0.0 mm","69%","5%","1033 mb",Excellent,"2018-10-22"
"06:00","7 °c","3 °c","19 km/h from WSW","34 km/h","0.0 mm","73%","7%","1034 mb",Excellent,"2018-10-22"
"09:00","9 °c","5 °c","24 km/h from WSW","37 km/h","0.0 mm","72%","31%","1035 mb",Excellent,"2018-10-22"
"12:00","11 °c","8 °c","31 km/h from WSW","43 km/h","0.0 mm","68%","79%","1034 mb",Excellent,"2018-10-22"
"15:00","11 °c","7 °c","39 km/h from WSW","55 km/h","0.0 mm","74%","76%","1032 mb",Excellent,"2018-10-22"
"18:00","10 °c","6 °c","41 km/h from WSW","63 km/h","0.0 mm","76%","95%","1030 mb",Excellent,"2018-10-22"
"21:00","10 °c","6 °c","42 km/h from WSW","64 km/h","0.0 mm","75%","84%","1029 mb",Excellent,"2018-10-22"
"00:00","11 °c","7 °c","41 km/h from WSW","63 km/h","0.0 mm","78%","100%","1026 mb",Excellent,"2018-10-23"
"03:00","11 °c","7 °c","44 km/h from WSW","66 km/h","0.0 mm","78%","91%","1025 mb",Excellent,"2018-10-23"
"06:00","11 °c","7 °c","44 km/h from WSW","66 km/h","0.0 mm","80%","89%","1024 mb",Excellent,"2018-10-23"
"09:00","12 °c","8 °c","39 km/h from WSW","60 km/h","0.3 mm","84%","75%","1024 mb",Poor,"2018-10-23"
"12:00","13 °c","10 °c","39 km/h from WSW","53 km/h","0.0 mm","79%","92%","1024 mb",Excellent,"2018-10-23"
